0,0
-1.7123e-06,6.1133e-05
-9.207e-05,0.0039388
0.00034312,0.010544
0.0019161,0.019388
0.0055776,0.031098
0.012521,0.047133
0.023216,0.067863
0.037307,0.092312
0.054205,0.11924
0.073502,0.1479
0.095168,0.17838
0.11939,0.21129
0.14606,0.2466
0.17457,0.28337
0.20422,0.3204
0.23432,0.35671
0.26435,0.39199
0.29389,0.42706
0.32267,0.46316
0.35046,0.50046
0.37712,0.53797
0.40249,0.57432
0.42637,0.60784
0.44841,0.63655
0.46831,0.65869
0.48603,0.67369
0.5018,0.68215
0.51597,0.68514
0.52901,0.68378
0.54169,0.67923
0.55533,0.67266
0.57106,0.66508
0.58904,0.65702
0.60854,0.6487
0.62819,0.64021
0.64572,0.63164
0.65785,0.62316
0.66195,0.61486
0.65768,0.6068
0.64649,0.59895
0.63036,0.59143
0.61091,0.58487
0.58898,0.58088
0.56484,0.58168
0.53886,0.58839
0.51192,0.60042
0.48501,0.61627
0.45901,0.63421
0.43437,0.65225
0.4107,0.66696
0.38673,0.67329
0.36165,0.66814
0.3358,0.65197
0.30989,0.62691
0.28419,0.59486
0.25792,0.5565
0.22932,0.5113
0.19742,0.45932
0.1629,0.40213
0.12733,0.34201
0.092352,0.28114
0.059801,0.22138
0.032332,0.16432
0.013354,0.11131
0.0043545,0.063117
0.0045084,0.019905
0.01216,-0.01848
0.025656,-0.052334
0.043606,-0.082041
0.064899,-0.10802
0.088601,-0.13064
0.1139,-0.15019
0.14013,-0.16688
0.1667,-0.18084
0.19308,-0.19193
0.21873,-0.19976
0.24322,-0.20397
0.26637,-0.2047
0.28821,-0.20249
0.3089,-0.19792
0.32878,-0.19127
0.34877,-0.18165
0.37089,-0.16626
0.39731,-0.14191
0.42848,-0.10812
0.46326,-0.066761
0.49989,-0.019961
0.5362,0.031281
0.56964,0.087546
0.59801,0.14973
0.62048,0.21719
0.63755,0.28779
0.65018,0.35891
0.65934,0.42779
0.6657,0.49049
0.66951,0.54117
0.67098,0.57513
0.67056,0.59195
0.66896,0.59413
0.66711,0.5848
0.66636,0.56654
0.66851,0.54112
0.67493,0.51001
0.68575,0.47479
0.70017,0.43712
0.71716,0.39849
0.73588,0.36027
0.75601,0.32399
0.77781,0.29156
0.80139,0.26419
0.82627,0.24189
0.85169,0.22389
0.87695,0.20907
0.90145,0.19579
0.92473,0.18207
0.94645,0.16656
0.96639,0.14918
0.98429,0.13067
0.99962,0.11212
1.0113,0.094973
1.0175,0.081008
1.0167,0.071665
