0,0
-0.00028876,0.00046448
-0.0007232,0.0021457
-0.00015886,0.0043062
0.0016646,0.0068564
0.0045877,0.010162
0.008279,0.014869
0.012399,0.021562
0.016721,0.030314
0.02118,0.040501
0.02582,0.051091
0.030713,0.061098
0.035899,0.069865
0.041375,0.077134
0.047092,0.083003
0.052963,0.087888
0.058864,0.092519
0.064637,0.097925
0.070112,0.10524
0.075182,0.11517
0.079864,0.12753
0.084299,0.14122
0.088679,0.15481
0.093165,0.16712
0.097861,0.17746
0.10282,0.18564
0.10809,0.19189
0.1137,0.19679
0.11978,0.20122
0.12649,0.20626
0.134,0.21296
0.14234,0.22174
0.15129,0.23218
0.16048,0.24316
0.16954,0.2535
0.17821,0.26234
0.18638,0.26923
0.19412,0.27411
0.20171,0.27721
0.20973,0.27888
0.21914,0.27964
0.23124,0.28002
0.24711,0.2805
0.2668,0.28126
0.28909,0.28222
0.31201,0.28307
0.33375,0.28352
0.3531,0.28342
0.36952,0.28273
0.38288,0.28159
0.39328,0.28025
0.40082,0.27908
0.40552,0.2786
0.40741,0.27923
0.40678,0.28108
0.40429,0.28383
0.40081,0.28686
0.39716,0.28958
0.3939,0.29157
0.39124,0.29266
0.38909,0.2929
0.38703,0.2925
0.38424,0.29187
0.37948,0.29154
0.37141,0.29208
0.35928,0.29385
0.34358,0.29673
0.32597,0.30018
0.30847,0.30352
0.29268,0.3062
0.27954,0.30787
0.26927,0.30837
0.26156,0.30763
0.25569,0.30553
0.25052,0.30184
0.2447,0.29613
0.23699,0.28804
0.22691,0.27759
0.21504,0.2654
0.2027,0.25245
0.19125,0.23975
0.18167,0.22797
0.17441,0.21744
0.1695,0.20813
0.16663,0.19973
0.1653,0.19159
0.16486,0.18279
0.16464,0.17226
0.16411,0.15924
0.16313,0.14379
0.16192,0.1269
0.1609,0.10994
0.16048,0.094129
0.1609,0.080203
0.16229,0.068393
0.16471,0.058506
0.16825,0.049996
0.17314,0.041985
0.17978,0.033327
0.18862,0.022886
0.19975,0.010086
0.21273,-0.004683
0.22661,-0.020245
0.2404,-0.035244
0.25333,-0.048623
0.26499,-0.059786
0.27528,-0.06851
0.28436,-0.074757
0.29259,-0.078461
0.30046,-0.079364
0.30861,-0.077001
0.31754,-0.071019
0.3274,-0.061673
0.33785,-0.049978
0.3483,-0.037357
0.35819,-0.0251
0.36715,-0.014048
0.37504,-0.0045145
0.38192,0.0036827
0.38801,0.011219
0.39367,0.019331
0.39939,0.029823
0.40566,0.044673
0.41281,0.065044
0.42078,0.090326
0.42913,0.11826
0.43732,0.14604
0.44489,0.17136
0.45156,0.19294
0.45724,0.21044
0.46195,0.22436
0.46576,0.23588
0.46875,0.24681
0.47095,0.25941
0.47241,0.27575
0.4732,0.29662
0.47348,0.32095
0.47347,0.34637
0.47338,0.37038
0.47335,0.39121
0.47346,0.40806
0.47373,0.42104
0.47416,0.43099
0.47468,0.43945
0.47524,0.4486
0.47574,0.46091
0.47612,0.47822
0.47638,0.50055
0.47656,0.52595
0.47673,0.55154
0.47697,0.57474
0.47732,0.59398
0.47776,0.60875
0.47828,0.6195
0.47877,0.62753
0.47907,0.63503
0.47892,0.64516
0.47804,0.66137
0.47626,0.68572
0.4737,0.71729
0.47073,0.75247
0.46776,0.78692
0.46512,0.81722
0.46295,0.84152
0.46118,0.85941
0.45958,0.87145
0.45765,0.87891
0.45466,0.88347
0.44978,0.88682
0.44252,0.89027
0.43308,0.89419
0.42241,0.89811
0.41173,0.90113
0.40204,0.90242
0.39396,0.90145
0.38767,0.89789
0.38307,0.89135
0.37984,0.88105
0.37751,0.86549
0.37554,0.84251
0.37348,0.8102
0.37108,0.76852
0.36843,0.72003
0.36584,0.66894
0.36364,0.61935
0.36207,0.57413
0.36124,0.5346
0.36117,0.50074
0.36184,0.47143
0.36326,0.44459
0.36549,0.41732
0.36864,0.38637
0.37275,0.34947
0.37769,0.30676
0.38315,0.26079
0.38875,0.21522
0.39416,0.17321
0.39921,0.13671
0.40385,0.10645
0.40818,0.082252
0.41246,0.063443
0.41713,0.049149
0.42279,0.038488
0.43005,0.030664
0.43914,0.025004
0.44971,0.020958
0.46092,0.018081
0.47188,0.016025
0.48191,0.014524
0.4907,0.013368
0.49825,0.012385
0.50479,0.011416
0.51073,0.010296
0.51656,0.0088509
0.52275,0.0069329
0.52959,0.00448
0.53701,0.0015711
0.54467,-0.0015881
0.5521,-0.0047418
0.55887,-0.0076667
